x_1,y_1,z_1,x_2,y_2,z_2
NaN,NaN,NaN,NaN,NaN,NaN
2.9667836057415484,-1.7564080738757188,-17.648951431027562,2.2971972515487473,-1.4690988848335753,-16.84769696369941
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
6.107034653373985,-2.2083103687765124,-22.324141108946577,5.199837212362886,-2.644363429153996,-21.938853385680435
NaN,NaN,NaN,NaN,NaN,NaN
8.185386987944687,-3.2426202635524453,-22.833052861494533,7.519671351328936,-2.592068919666534,-22.95103806763941
9.459171648372314,-2.505495462747753,-23.116698408385556,8.65807646983334,-3.0214318508985003,-23.709411992920575
NaN,NaN,NaN,8.743216327649508,-1.9459458041197983,-24.46432935147656
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
8.947472342013727,-1.4899816450949408,-20.967828926845318,8.201188435831243,-1.4350588705860252,-20.390056630735284
8.508679514462365,-1.7268440746040983,-20.057668714355486,8.391602254415808,-0.7867216408697016,-19.951932816098477
NaN,NaN,NaN,NaN,NaN,NaN
8.47680582774765,-1.7249644668917863,-20.194386282107814,8.481218127207907,-0.7774191755816486,-20.154755231360085
